"Id","Name","Pricebook2Id","Product2Id","CurrencyIsoCode","UnitPrice","IsActive","UseStandardPrice","ProductCode","IsDeleted"
"01u1N00000EDgu8QAD","4TB 7.2k RPM NLSAS 12Gps 3.5 in","01s1N000006ode7QAA","01t1N00000EURKsQAP","USD","674.0","true","false","HD 4TB","false"
"01u1N00000EDgu9QAD","Intel X710 Dual Port 10Gb SFP","01s1N000006ode7QAA","01t1N00000EURKtQAP","USD","810.0","true","false","BET X710SFP","false"
"01u1N00000EDguaQAD","T&E Suite Time and Expense User License","01s1N000006ode7QAA","01t1N00000EURLmQAP","AUD","80.0","true","false","S-TE-USER","false"
"01u1N00000EDguAQAT","HP Proliant Server","01s1N000006ode7QAA","01t1N00000EURKqQAP","USD","2600.0","true","false","H-SVR-HP","false"
"01u1N00000EDgubQAD","T&E Suite Finance and Reporting License","01s1N000006ode7QAA","01t1N00000EURLoQAP","AUD","33.0","true","false","S-TE-FR","false"
"01u1N00000EDguBQAT","Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W)","01s1N000006ode7QAA","01t1N00000EURKrQAP","USD","1533.0","true","false","INTEL E5-2667","false"
"01u1N00000EDgucQAD","Report Exporting Tools","01s1N000006ode7QAA","01t1N00000EURKZQA5","AUD","9310.0","true","false","S-TE-REPX","false"
"01u1N00000EDguCQAT","16GB RDIMM, 2133MT/s","01s1N000006ode7QAA","01t1N00000EURKzQAP","USD","253.0","true","false","MEM 16GB","false"
"01u1N00000EDgudQAD","Expense Reimbursement Block","01s1N000006ode7QAA","01t1N00000EURLqQAP","AUD","1330.0","true","false","S-TE-PAY","false"
"01u1N00000EDguDQAT","Lenovo ThinkServer","01s1N000006ode7QAA","01t1N00000EURLfQAP","USD","2800.0","true","false","H-SVR-LENO","false"
"01u1N00000EDgueQAD","Additional Expense Report Reimbursement","01s1N000006ode7QAA","01t1N00000EURKiQAP","AUD","2.0","true","false","S-TE-ADDR","false"
"01u1N00000EDguEQAT","Maxspace Rack Enclosure","01s1N000006ode7QAA","01t1N00000EURKvQAP","USD","1159.0","true","false","MAXS-1014","false"
"01u1N00000EDgufQAD","T&E Admin Training","01s1N000006ode7QAA","01t1N00000EURKcQAP","AUD","732.0","true","false","S-TE-ADTR","false"
"01u1N00000EDguFQAT","MaxShell 6U 600mmx870mm","01s1N000006ode7QAA","01t1N00000EURL2QAP","USD","300.0","true","false","BMX-1051","false"
"01u1N00000EDgugQAD","Professional Services Hours (Blended Rate)","01s1N000006ode7QAA","01t1N00000EURKjQAP","AUD","299.0","true","false","SV-PSH","false"
"01u1N00000EDguGQAT","PowerSlide R750 Rack Server","01s1N000006ode7QAA","01t1N00000EURKyQAP","USD","2412.0","true","false","PS-R750","false"
"01u1N00000EDguhQAD","Expense Reimbursement Block","01s1N000006ode7QAA","01t1N00000EURLqQAP","EUR","920.0","true","false","S-TE-PAY","false"
"01u1N00000EDguHQAT","Black Toolless Airlow Mangment Blanking Panel","01s1N000006ode7QAA","01t1N00000EURL4QAP","USD","5.0","true","false","BSSA-4298","false"
"01u1N00000EDguiQAD","Additional Expense Report Reimbursement","01s1N000006ode7QAA","01t1N00000EURKiQAP","EUR","1.0","true","false","S-TE-ADDR","false"
"01u1N00000EDguIQAT","Sliding Shelf 200lbs","01s1N000006ode7QAA","01t1N00000EURL0QAP","USD","380.0","true","false","BSSA-4300","false"
"01u1N00000EDgujQAD","Professional Services Hours (Blended Rate)","01s1N000006ode7QAA","01t1N00000EURKjQAP","EUR","207.0","true","false","SV-PSH","false"
"01u1N00000EDguJQAT","Fixed Shelf 250lbs","01s1N000006ode7QAA","01t1N00000EURL3QAP","USD","100.0","true","false","BSSA-4302","false"
"01u1N00000EDgukQAD","Rack PDU 20A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURL5QAP","USD","245.0","true","false","PDU-2022","false"
"01u1N00000EDguKQAT","Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output","01s1N000006ode7QAA","01t1N00000EURLWQA5","USD","724.0","true","false","PDU-2028","false"
"01u1N00000EDgulQAD","Rack PDU 30A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURL6QAP","USD","305.0","true","false","PDU-2023","false"
"01u1N00000EDguLQAT","Roof Fan Tray 750mm - 120V","01s1N000006ode7QAA","01t1N00000EURKwQAP","USD","475.0","true","false","BSSA-4306","false"
"01u1N00000EDgumQAD","Rack PDU 15A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURL7QAP","USD","159.0","true","false","PDU-2024","false"
"01u1N00000EDguMQAT","Vertical Cable Organizer, 8 Cable Rings","01s1N000006ode7QAA","01t1N00000EURLAQA5","USD","120.0","true","false","CMPC-5882","false"
"01u1N00000EDgunQAD","Roof Fan Tray 750mm - 208V","01s1N000006ode7QAA","01t1N00000EURLLQA5","USD","475.0","true","false","BSSA-4308","false"
"01u1N00000EDguNQAT","Maxspace TX Bolt-Down Kit","01s1N000006ode7QAA","01t1N00000EURLBQA5","USD","65.0","true","false","BSSA-4304","false"
"01u1N00000EDguoQAD","Windows Server Datacenter - Onetime License","01s1N000006ode7QAA","01t1N00000EURLdQAP","USD","5618.73","true","false","WIN SDATA-OT","false"
"01u1N00000EDguOQAT","Maxspace TX 600mm/750mm Stabalizer Plate","01s1N000006ode7QAA","01t1N00000EURLbQAP","USD","70.0","true","false","BSSA-4303","false"
"01u1N00000EDgupQAD","Premium Maintenance","01s1N000006ode7QAA","01t1N00000EURMeQAP","USD","1500.0","true","false","S-TE-PMAIN","false"
"01u1N00000EDguPQAT","Windows Server Datacenter - Monthly","01s1N000006ode7QAA","01t1N00000EURMDQA5","USD","299.99","true","false","WIN SDATA-M","false"
"01u1N00000EDguqQAD","Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)","01s1N000006ode7QAA","01t1N00000EURLIQA5","USD","2652.0","true","false","INTEL E5-2683","false"
"01u1N00000EDguQQAT","Software Maintenance","01s1N000006ode7QAA","01t1N00000EURLlQAP","USD","1800.0","true","false","SUPP-2000","false"
"01u1N00000EDgurQAD","8TB 7.2k RPM NLSAS 12Gps 3.5 in","01s1N000006ode7QAA","01t1N00000EURLJQA5","USD","865.0","true","false","HD 8TB","false"
"01u1N00000EDguRQAT","Installation and Assembly of a Maxspace Rack","01s1N000006ode7QAA","01t1N00000EURLMQA5","USD","679.0","true","false","INST-1000","false"
"01u1N00000EDgusQAD","Rack PDU 10A 230V C20 input C19 output","01s1N000006ode7QAA","01t1N00000EURLEQA5","USD","224.0","true","false","PDU-2026","false"
"01u1N00000EDguSQAT","Silver Hardware Maintenance","01s1N000006ode7QAA","01t1N00000EURLkQAP","USD","2400.0","true","false","SUPP-1000","false"
"01u1N00000EDgutQAD","L5-20 Input Power Cable 12'","01s1N000006ode7QAA","01t1N00000EURL8QAP","USD","36.0","true","false","CMPC-5891","false"
"01u1N00000EDguTQAT","Time and Expense Perpetual Suite","01s1N000006ode7QAA","01t1N00000EURKoQAP","USD","0.0","true","false","S-TE-PER","false"
"01u1N00000EDguuQAD","L5-20 Input Power Cable 8'","01s1N000006ode7QAA","01t1N00000EURL9QAP","USD","29.0","true","false","CMPC-5892","false"
"01u1N00000EDguUQAT","TE Suite Perpetual Admin License","01s1N000006ode7QAA","01t1N00000EURKmQAP","USD","2400.0","true","false","S-TE-ADM","false"
"01u1N00000EDguvQAD","Tooless Cable Management Rings (Qty 10)","01s1N000006ode7QAA","01t1N00000EURLKQA5","USD","30.0","true","false","CMPC-5881","false"
"01u1N00000EDguVQAT","TE Suite Perpetual Time and Expense License","01s1N000006ode7QAA","01t1N00000EURKpQAP","USD","1600.0","true","false","S-TE-TEPL","false"
"01u1N00000EDguwQAD","vSphere Standard","01s1N000006ode7QAA","01t1N00000EURLCQA5","USD","199.0","true","false","VMW-S","false"
"01u1N00000EDguWQAT","TE Suite Perpetual Finance and Reporting License","01s1N000006ode7QAA","01t1N00000EURL1QAP","USD","700.0","true","false","S-TE-FR","false"
"01u1N00000EDguxQAD","Red Hat Enterprise Linux","01s1N000006ode7QAA","01t1N00000EURLeQAP","USD","0.0","true","false","REDHAT","false"
"01u1N00000EDguXQAT","Annual Maintenance","01s1N000006ode7QAA","01t1N00000EURMdQAP","USD","1000.0","true","false","S-TE-MAINT","false"
"01u1N00000EDguyQAD","Gold Hardware Maintenance","01s1N000006ode7QAA","01t1N00000EURLnQAP","USD","2400.0","true","false","SUPP-1005","false"
"01u1N00000EDguYQAT","Time and Expense SaaS Suite","01s1N000006ode7QAA","01t1N00000EURLpQAP","AUD","0.0","true","false","S-TE-SAAS","false"
"01u1N00000EDguzQAD","MaxShell 10U 600mmx1200mm","01s1N000006ode7QAA","01t1N00000EURLRQA5","USD","510.0","true","false","BMX-1053","false"
"01u1N00000EDguZQAT","T&E Suite Admin License","01s1N000006ode7QAA","01t1N00000EURLsQAP","AUD","106.0","true","false","S-TE-ADM","false"
"01u1N00000EDgv0QAD","C13 to C14 Power Cable 3'","01s1N000006ode7QAA","01t1N00000EURLYQA5","USD","10.0","true","false","CMPC-5887","false"
"01u1N00000EDgv1QAD","vSphere Desktop","01s1N000006ode7QAA","01t1N00000EURLSQA5","USD","1099.0","true","false","VMW-D","false"
"01u1N00000EDgv2QAD","Dell PowerEdge Server Pro","01s1N000006ode7QAA","01t1N00000EURLDQA5","USD","2250.0","true","false","H-SVR-DELL","false"
"01u1N00000EDgv3QAD","MaxShell 8U 600mmx1070mm","01s1N000006ode7QAA","01t1N00000EURKxQAP","USD","420.0","true","false","BMX-1050","false"
"01u1N00000EDgv4QAD","Maxspace Rack Enclosure","01s1N000006ode7QAA","01t1N00000EURKvQAP","GBP","916.0","true","false","MAXS-1014","false"
"01u1N00000EDgv5QAD","MaxShell 6U 600mmx870mm","01s1N000006ode7QAA","01t1N00000EURL2QAP","GBP","237.0","true","false","BMX-1051","false"
"01u1N00000EDgv6QAD","PowerSlide R750 Rack Server","01s1N000006ode7QAA","01t1N00000EURKyQAP","GBP","1905.0","true","false","PS-R750","false"
"01u1N00000EDgv7QAD","Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W)","01s1N000006ode7QAA","01t1N00000EURKrQAP","GBP","1211.0","true","false","INTEL E5-2667","false"
"01u1N00000EDgv8QAD","16GB RDIMM, 2133MT/s","01s1N000006ode7QAA","01t1N00000EURKzQAP","GBP","200.0","true","false","MEM 16GB","false"
"01u1N00000EDgv9QAD","4TB 7.2k RPM NLSAS 12Gps 3.5 in","01s1N000006ode7QAA","01t1N00000EURKsQAP","GBP","532.0","true","false","HD 4TB","false"
"01u1N00000EDgvaQAD","Cable Containment Brackets","01s1N000006ode7QAA","01t1N00000EURLaQAP","USD","99.0","true","false","CMPC-5884","false"
"01u1N00000EDgvAQAT","Intel X710 Dual Port 10Gb SFP","01s1N000006ode7QAA","01t1N00000EURKtQAP","GBP","640.0","true","false","BET X710SFP","false"
"01u1N00000EDgvbQAD","Rack PDU 20A, 230V C20 input C19 output","01s1N000006ode7QAA","01t1N00000EURLcQAP","USD","265.0","true","false","PDU-2025","false"
"01u1N00000EDgvBQAT","Roof Fan Tray 750mm - 120V","01s1N000006ode7QAA","01t1N00000EURKwQAP","GBP","375.0","true","false","BSSA-4306","false"
"01u1N00000EDgvcQAD","Billing Hours Tracking-changed","01s1N000006ode7QAA","01t1N00000EURKbQAP","EUR","7360.0","true","false","S-TE-BILL-modified","false"
"01u1N00000EDgvCQAT","Windows Server R2 2012","01s1N000006ode7QAA","01t1N00000EURLGQA5","GBP","527.0","true","false","WIN S2012","false"
"01u1N00000EDgvdQAD","T&E Training Portal for End Users","01s1N000006ode7QAA","01t1N00000EURMHQA5","EUR","7820.0","true","false","S-TE-UTP","false"
"01u1N00000EDgvDQAT","Silver Hardware Maintenance","01s1N000006ode7QAA","01t1N00000EURLkQAP","GBP","1896.0","true","false","SUPP-1000","false"
"01u1N00000EDgveQAD","Rack PDU 16A 230V C20 input C13 output","01s1N000006ode7QAA","01t1N00000EURLgQAP","USD","238.0","true","false","PDU-2027","false"
"01u1N00000EDgvEQAT","Time and Expense SaaS Suite","01s1N000006ode7QAA","01t1N00000EURLpQAP","GBP","0.0","true","false","S-TE-SAAS","false"
"01u1N00000EDgvfQAD","C19 to C20 Power Cable 5'","01s1N000006ode7QAA","01t1N00000EURLhQAP","USD","13.0","true","false","CMPC-5890","false"
"01u1N00000EDgvFQAT","T&E Suite Admin License","01s1N000006ode7QAA","01t1N00000EURLsQAP","GBP","63.0","true","false","S-TE-ADM","false"
"01u1N00000EDgvgQAD","Quick Start Enablement","01s1N000006ode7QAA","01t1N00000EURLNQA5","EUR","4600.0","true","false","SV-QSE","false"
"01u1N00000EDgvGQAT","T&E Suite Time and Expense User License","01s1N000006ode7QAA","01t1N00000EURLmQAP","GBP","47.0","true","false","S-TE-USER","false"
"01u1N00000EDgvhQAD","Professional Services Project","01s1N000006ode7QAA","01t1N00000EURKdQAP","GBP","0.0","true","false","SV-PRJ","false"
"01u1N00000EDgvHQAT","Expense Reimbursement Block","01s1N000006ode7QAA","01t1N00000EURLqQAP","GBP","790.0","true","false","S-TE-PAY","false"
"01u1N00000EDgviQAD","Project Manager","01s1N000006ode7QAA","01t1N00000EURKfQAP","GBP","134.0","true","false","SV-PMN","false"
"01u1N00000EDgvIQAT","Additional Expense Report Reimbursement","01s1N000006ode7QAA","01t1N00000EURKiQAP","GBP","1.0","true","false","S-TE-ADDR","false"
"01u1N00000EDgvjQAD","Solutions Architect","01s1N000006ode7QAA","01t1N00000EURKgQAP","GBP","237.0","true","false","SV-SAT","false"
"01u1N00000EDgvJQAT","T&E Admin Training","01s1N000006ode7QAA","01t1N00000EURKcQAP","GBP","435.0","true","false","S-TE-ADTR","false"
"01u1N00000EDgvkQAD","Implementation Engineer","01s1N000006ode7QAA","01t1N00000EURKhQAP","GBP","79.0","true","false","SV-IMP","false"
"01u1N00000EDgvKQAT","Professional Services Hours (Blended Rate)","01s1N000006ode7QAA","01t1N00000EURKjQAP","GBP","178.0","true","false","SV-PSH","false"
"01u1N00000EDgvlQAD","T&E Suite Time and Expense User License (Custom Segments)","01s1N000006ode7QAA","01t1N00000EURLjQAP","USD","60.0","true","false","S-TE-USER-CUSTOM","false"
"01u1N00000EDgvLQAT","Dell PowerEdge Server","01s1N000006ode7QAA","01t1N00000EURLrQAP","EUR","1978.0","true","false","H-SVR-DELL-Changed","false"
"01u1N00000EDgvmQAD","Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output","01s1N000006ode7QAA","01t1N00000EURLXQA5","EUR","428.0","true","false","PDU-2029","false"
"01u1N00000EDgvMQAT","Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W)","01s1N000006ode7QAA","01t1N00000EURKrQAP","EUR","1410.0","true","false","INTEL E5-2667","false"
"01u1N00000EDgvnQAD","Rack PDU Metered 20A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURLuQAP","EUR","428.0","true","false","MPDU-3004","false"
"01u1N00000EDgvNQAT","16GB RDIMM, 2133MT/s","01s1N000006ode7QAA","01t1N00000EURKzQAP","EUR","233.0","true","false","MEM 16GB","false"
"01u1N00000EDgvoQAD","Rack PDU Metered 30A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURLvQAP","EUR","533.0","true","false","MPDU-3005","false"
"01u1N00000EDgvOQAT","4TB 7.2k RPM NLSAS 12Gps 3.5 in","01s1N000006ode7QAA","01t1N00000EURKsQAP","EUR","620.0","true","false","HD 4TB","false"
"01u1N00000EDgvpQAD","Rack PDU Metered 15A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURLwQAP","EUR","278.0","true","false","MPDU-3006","false"
"01u1N00000EDgvPQAT","Intel X710 Dual Port 10Gb SFP","01s1N000006ode7QAA","01t1N00000EURKtQAP","EUR","745.0","true","false","BET X710SFP","false"
"01u1N00000EDgvqQAD","Rack PDU Metered 20A, 230V C20 input C19 output","01s1N000006ode7QAA","01t1N00000EURLxQAP","EUR","463.0","true","false","MPDU-3007","false"
"01u1N00000EDgvQQAT","1TB 7.2k RPM NLSAS 12Gps 3.5 in","01s1N000006ode7QAA","01t1N00000EURLiQAP","USD","266.0","true","false","HD 1TB","false"
"01u1N00000EDgvrQAD","Rack PDU Metered 10A 230V C20 input C19 output","01s1N000006ode7QAA","01t1N00000EURLyQAP","EUR","392.0","true","false","MPDU-3008","false"
"01u1N00000EDgvRQAT","Intel X710 Dual Port 10Gb Direct Attach","01s1N000006ode7QAA","01t1N00000EURMBQA5","USD","446.0","true","false","NET X710","false"
"01u1N00000EDgvsQAD","Rack PDU Metered 16A 230V C20 input C13 output","01s1N000006ode7QAA","01t1N00000EURLzQAP","EUR","416.0","true","false","MPDU-3009","false"
"01u1N00000EDgvSQAT","C19 to C20 Power Cable 3'","01s1N000006ode7QAA","01t1N00000EURLFQA5","USD","11.0","true","false","CMPC-5889","false"
"01u1N00000EDgvtQAD","Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output","01s1N000006ode7QAA","01t1N00000EURLWQA5","EUR","666.0","true","false","PDU-2028","false"
"01u1N00000EDgvTQAT","Windows Server R2 2012","01s1N000006ode7QAA","01t1N00000EURLGQA5","USD","666.49","true","false","WIN S2012","false"
"01u1N00000EDgvuQAD","MaxShell 8U 600mmx1070mm","01s1N000006ode7QAA","01t1N00000EURKxQAP","EUR","386.0","true","false","BMX-1050","false"
"01u1N00000EDgvUQAT","vSphere Enterprise","01s1N000006ode7QAA","01t1N00000EURLPQA5","USD","299.0","true","false","VMW-E","false"
"01u1N00000EDgvvQAD","MaxShell 6U 600mmx870mm","01s1N000006ode7QAA","01t1N00000EURL2QAP","EUR","276.0","true","false","BMX-1051","false"
"01u1N00000EDgvVQAT","8GB RDIMM, 2133MT/s","01s1N000006ode7QAA","01t1N00000EURLTQA5","USD","174.0","true","false","MEM 8GB-Modified","false"
"01u1N00000EDgvwQAD","MaxShell 14U 600mmx1600mm","01s1N000006ode7QAA","01t1N00000EURM2QAP","EUR","506.0","true","false","BMX-1052","false"
"01u1N00000EDgvWQAT","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","01s1N000006ode7QAA","01t1N00000EURLUQA5","USD","1473.0","true","false","INTEL E5-2609","false"
"01u1N00000EDgvxQAD","MaxShell 10U 600mmx1200mm","01s1N000006ode7QAA","01t1N00000EURLRQA5","EUR","469.0","true","false","BMX-1053","false"
"01u1N00000EDgvXQAT","8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in","01s1N000006ode7QAA","01t1N00000EURLVQA5","USD","1122.0","true","false","HD 8TBSE","false"
"01u1N00000EDgvyQAD","Rack PDU 20A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURL5QAP","EUR","225.0","true","false","PDU-2022","false"
"01u1N00000EDgvYQAT","Rack PDU 5.7W, 208V, 3 phase CS8365 input C13 output","01s1N000006ode7QAA","01t1N00000EURLXQA5","USD","405.0","true","false","PDU-2029","false"
"01u1N00000EDgvzQAD","Rack PDU 30A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURL6QAP","EUR","281.0","true","false","PDU-2023","false"
"01u1N00000EDgvZQAT","C13 to C14 Power Cable 5'","01s1N000006ode7QAA","01t1N00000EURLZQA5","USD","12.0","true","false","CMPC-5888","false"
"01u1N00000EDgw0QAD","Rack PDU 15A, 120V L5-20 input 5-20 output","01s1N000006ode7QAA","01t1N00000EURL7QAP","EUR","146.0","true","false","PDU-2024","false"
"01u1N00000EDgw1QAD","Rack PDU 20A, 230V C20 input C19 output","01s1N000006ode7QAA","01t1N00000EURLcQAP","EUR","244.0","true","false","PDU-2025","false"
"01u1N00000EDgw2QAD","Rack PDU 10A 230V C20 input C19 output","01s1N000006ode7QAA","01t1N00000EURLEQA5","EUR","206.0","true","false","PDU-2026","false"
"01u1N00000EDgw3QAD","Rack PDU 16A 230V C20 input C13 output","01s1N000006ode7QAA","01t1N00000EURLgQAP","EUR","219.0","true","false","PDU-2027","false"
"01u1N00000EDgw4QAD","Rack PDU Metered 14.4kW, 208V, 3 phase CS8365 input C13 output","01s1N000006ode7QAA","01t1N00000EURM3QAP","EUR","1266.0","true","false","MPDU-3010","false"
